Ticker:,The earliest date of price,The latest date of price,Average daily trading volume in USD,Average daily trading volume in USD for 180 days starting 2 years ago
IBKR,2007-05-04,2020-07-10,152411.391,189957.143
IBM,2005-07-15,2020-07-10,5381265.995,2928391.917
IBOC,2005-07-15,2020-07-10,42032.862,7598.083
IBP,2014-02-13,2020-07-10,68474.228,20004.411
IBTX,2013-04-03,2020-07-10,57299.528,10099.064
ICAD,2005-07-15,2020-07-10,4412.563,2449.109
ICBK,2015-01-16,2020-07-10,1850.073,1552.729
ICCC,2005-07-15,2020-07-10,438.269,422.441
ICD,2014-08-08,2020-07-10,11532.618,11171.976
ICE,2005-11-16,2020-07-10,1556152.355,622165.642
ICFI,2006-09-28,2020-07-10,33454.537,31952.346
ICHR,2016-12-09,2020-07-10,131742.026,96817.859
ICON,2005-07-15,2020-07-10,112918.719,27640.034
ICPT,2012-10-11,2020-07-10,599171.2,16782.494
ICUI,2005-07-15,2020-07-10,109103.868,38662.402
IDA,2005-07-15,2020-07-10,109835.588,40668.346
IDCC,2005-07-18,2020-07-10,188064.174,78556.678
IDN,2005-07-15,2020-07-10,2023.649,1892.825
IDRA,2018-07-30,2020-07-10,10673.916,20420.618
IDT,2005-07-15,2020-07-10,16121.859,21626.666
IDXG,2005-07-15,2020-07-10,5948.662,8398.889
IDXX,2005-07-15,2020-07-10,399497.567,82986.428
IEC,2009-06-09,2020-07-10,2042.441,5844.159
IESC,2006-05-15,2020-07-10,6163.949,12679.307
IEX,2005-07-15,2020-07-10,217392.757,68603.781
IFF,2005-07-15,2020-07-10,397688.664,115102.835
IHC,2005-07-15,2020-07-10,1688.825,948.307
III,2008-02-01,2020-07-10,2953.952,4505.267
IIIN,2005-07-15,2020-07-10,22244.86,35162.535
IIIV,2018-06-21,2020-07-10,34659.77,31120.369
IIN,2008-01-02,2020-07-10,9247.933,1024.852
IIPR,2016-12-01,2020-07-10,148401.356,7748.872
IIVI,2005-07-15,2020-07-10,113036.292,20327.105
IKNX,2005-07-15,2020-07-10,312.515,337.973
ILMN,2005-07-15,2020-07-10,1285381.281,67712.5
ILPT,2018-01-12,2020-07-10,66219.347,49171.793
IMBI,2005-07-15,2020-07-10,12112.437,29078.616
IMGN,2005-07-15,2020-07-10,84202.777,12299.031
IMH,2009-12-29,2020-07-10,5097.8,1095.955
IMKTA,2005-07-15,2020-07-10,16212.372,3554.619
IMMR,2005-07-15,2020-07-10,26997.229,7319.123
IMMU,2005-07-15,2020-07-10,115431.947,7622.838
IMUX,2014-04-17,2020-07-10,15727.999,13044.284
IMXI,2017-03-27,2020-07-10,15008.747,5753.918
INBK,2013-02-22,2020-07-10,6140.856,2270.237
INCY,2005-07-15,2020-07-10,612565.85,57925.327
INDB,2005-07-15,2020-07-10,28223.482,6985.492
INFI,2005-07-15,2020-07-10,38562.404,2026.869
INFN,2007-06-07,2020-07-10,146696.878,127367.427
INFO,2014-06-19,2020-07-10,706696.261,164230.28
INFU,2010-12-23,2020-07-10,1721.482,1336.354
INGN,2014-02-14,2020-07-10,169581.074,19586.314
INGR,2012-06-04,2020-07-10,352132.816,215271.431
INN,2011-02-10,2020-07-10,52709.379,10822.111
INO,2005-07-15,2020-07-10,201599.679,1404.736
INOD,2005-07-15,2020-07-10,1966.344,1642.241
INOV,2015-02-12,2020-07-10,83344.452,144475.872
INPX,2014-04-10,2020-07-10,15092.329,0.0
INS,2005-07-15,2020-07-10,4151.931,144.949
INSE,2014-12-12,2020-07-10,2299.153,1779.749
INSG,2005-07-15,2020-07-10,64637.698,127194.755
INSM,2005-07-15,2020-07-10,69647.784,31698.125
INSP,2018-05-03,2020-07-10,144305.267,87108.394
INSW,2016-11-16,2020-07-10,38197.015,28976.991
INT,2005-07-15,2020-07-10,150683.643,66745.694
INTC,2005-07-15,2020-07-10,8865220.737,9101682.835
INTG,2005-07-18,2020-07-10,468.398,271.338
INTT,2005-07-18,2020-07-10,1692.297,290.271
INTU,2005-07-15,2020-07-10,1358414.094,688872.716
INUV,2008-10-02,2020-07-10,2247.243,412.045
INVA,2005-07-18,2020-07-10,107977.767,47546.572
INVE,2010-01-19,2020-07-10,5534.688,255.812
INVH,2017-02-01,2020-07-10,671718.301,297149.255
INWK,2006-08-16,2020-07-10,23335.073,53257.912
IO,2005-07-15,2020-07-10,61475.86,50766.425
IONS,2005-07-15,2020-07-10,390970.316,28565.14
IOR,2005-07-15,2020-07-06,202.223,101.025
IOSP,2006-02-01,2020-07-10,38672.35,8383.868
IOVA,2015-02-26,2020-07-10,137896.703,54400.228
IP,2005-07-15,2020-07-10,982287.752,488518.016
IPAR,2005-07-15,2020-07-10,22962.377,10854.094
IPG,2005-07-15,2020-07-10,573065.373,269123.929
IPGP,2006-12-13,2020-07-10,282055.392,53140.615
IPHI,2010-11-11,2020-07-10,189048.49,43649.099
IPI,2008-04-22,2020-07-10,192584.085,1108122.697
IPWR,2013-11-22,2020-07-10,2389.653,3672.193
IQV,2013-05-09,2020-07-10,893689.85,243219.656
IR,2017-05-12,2020-07-10,459523.316,215441.102
IRBT,2005-11-09,2020-07-10,212398.412,102425.994
IRDM,2009-09-24,2020-07-10,80756.205,36231.461
IRET,2012-12-18,2020-07-10,25690.992,20806.151
IRIX,2005-07-15,2020-07-10,1922.381,3856.003
IRM,2005-07-18,2020-07-10,319520.509,87879.438
IRMD,2014-07-16,2020-07-10,9624.149,2199.238
IROQ,2011-07-11,2020-07-08,787.845,1624.371
IRT,2013-08-13,2020-07-10,36870.003,4164.058
IRTC,2016-10-20,2020-07-10,179456.839,86222.276
IRWD,2010-02-03,2020-07-10,126767.492,22241.927
ISBC,2005-10-12,2020-07-10,133265.338,33411.501
ISDR,2011-10-31,2020-07-10,910.157,97.433
ISEE,2013-09-25,2020-07-10,93512.108,98349.279
ISIG,2005-07-15,2020-07-10,508.657,129.623
ISNS,2005-07-15,2020-07-10,3668.905,758.295
ISR,2007-04-19,2020-07-10,9255.358,2252.191
ISRG,2005-07-15,2020-07-10,1841124.941,1027645.741
ISSC,2005-07-15,2020-07-10,4366.422,20074.269
ISTR,2014-07-01,2020-07-10,2621.482,2291.356
IT,2005-07-15,2020-07-10,292534.605,48860.062
ITCI,2014-01-02,2020-07-10,122029.06,13075.934
ITGR,2005-07-15,2020-07-10,65525.633,55021.788
ITI,2016-02-08,2020-07-10,6559.794,1765.4
ITIC,2005-07-15,2020-07-10,2295.23,495.288
ITRI,2005-07-15,2020-07-10,223971.817,205784.305
ITW,2005-07-15,2020-07-10,1250602.28,639624.694
IVAC,2005-07-15,2020-07-10,20911.779,50182.939
IVC,2005-07-15,2020-07-10,44485.795,63673.853
IVR,2009-06-26,2020-07-10,96922.935,6482.476
IVZ,2007-05-24,2020-07-10,713217.005,326942.705
IZEA,2018-08-23,2020-07-10,29714.501,7780.711
JACK,2008-12-15,2020-07-10,277726.87,138713.732
JAGX,2018-06-04,2020-07-10,13186.138,8155.994
JAKK,2005-07-15,2020-07-10,37036.242,66197.07
JAX,2015-09-25,2020-07-10,5151.519,6531.278
JAZZ,2007-06-01,2020-07-10,478769.228,8420.362
JBGS,2017-07-06,2020-07-10,194366.506,230668.77
JBHT,2005-07-15,2020-07-10,563259.423,270922.905
JBL,2005-07-15,2020-07-10,450120.127,362345.77
JBLU,2005-07-15,2020-07-10,685405.637,419119.977
JBSS,2005-07-15,2020-07-10,15562.801,7827.862
JBT,2008-07-18,2020-07-10,67966.184,35801.954
JCAP,2015-03-27,2020-07-10,20255.562,5256.803
JCI,2014-11-17,2020-07-10,1543257.819,894841.992
JCOM,2005-07-15,2020-07-10,153706.71,183665.652
JCS,2008-06-02,2020-07-10,1262.633,465.639
JCTCF,2005-07-15,2020-07-10,703.975,3473.381
JEF,2005-07-15,2020-07-10,300799.199,100750.336
JELD,2017-01-27,2020-07-10,158572.214,220070.754
JHG,2017-05-30,2020-07-10,237086.781,230984.492
JILL,2017-03-09,2020-07-10,22295.231,38715.063
JJSF,2005-07-15,2020-07-10,39242.488,9347.058
JKHY,2005-07-15,2020-07-10,215000.52,83754.557
JLL,2005-07-15,2020-07-10,326097.965,104939.822
JNCE,2017-01-27,2020-07-10,28513.369,29819.587
JNJ,2005-07-15,2020-07-10,6037438.423,3208852.39
JNPR,2009-10-29,2020-07-10,1309738.694,1673268.946
JOB,2005-07-15,2020-07-10,729.854,213.194
JOE,2005-07-15,2020-07-10,166265.27,409027.066
JOUT,2005-07-15,2020-07-10,6561.967,1930.746
JPM,2005-07-15,2020-07-10,10011308.827,2458524.29
JRVR,2014-12-12,2020-07-10,43999.946,23379.544
JVA,2010-03-16,2020-07-10,15735.61,384.995
JWN,2005-07-15,2020-07-10,929880.109,474775.316
JYNT,2014-11-11,2020-07-10,6612.111,1359.756
K,2005-07-15,2020-07-10,912333.243,335630.949
KAI,2005-07-15,2020-07-10,20968.279,6295.316
KALA,2017-07-20,2020-07-10,37383.362,43681.422
KALU,2006-06-15,2020-07-10,81169.102,47269.499
KALV,2015-04-09,2020-07-10,10217.516,5449.053
KAMN,2005-07-15,2020-07-10,38350.34,16883.063
KAR,2009-12-11,2020-07-10,263137.65,34352.721
KBAL,2005-07-15,2020-07-10,11165.046,4691.838
KBH,2005-07-15,2020-07-10,652815.083,1324601.798
KBR,2006-11-16,2020-07-10,349957.857,525038.503
KDMN,2016-07-27,2020-07-10,30382.127,10165.666
KDP,2008-04-28,2020-07-10,222064.385,82535.192
KE,2014-11-03,2020-07-10,8784.046,10392.314
KELYA,2005-07-15,2020-07-10,26249.434,21697.512
KEQU,2005-07-15,2020-07-10,696.686,122.673
KEX,2005-07-15,2020-07-10,246042.383,79469.011
KEY,2005-07-15,2020-07-10,1105291.578,300062.566
KEYS,2014-10-20,2020-07-10,610890.988,396306.13
KFFB,2005-07-15,2020-07-10,232.086,266.549
KFRC,2005-07-15,2020-07-10,25468.889,17264.803
KFY,2005-07-15,2020-07-10,84449.039,63140.138
KHC,2015-07-06,2020-07-10,2249157.668,2126267.547
KIDS,2017-10-12,2020-07-10,24694.99,14597.866
KIM,2005-07-15,2020-07-10,504972.031,130343.599
KIN,2013-12-12,2020-07-10,10390.803,20213.993
KINS,2009-07-06,2020-07-10,2156.336,52.623
KIRK,2005-07-15,2020-07-10,17490.518,2285.987
KKR,2010-07-15,2020-07-10,455650.912,131456.121
KLAC,2005-07-15,2020-07-10,945166.051,1083841.689
KLIC,2005-07-15,2020-07-10,84437.158,111097.572
KLXE,2018-08-29,2020-07-10,37219.792,62731.655
KMB,2005-07-15,2020-07-10,1304117.418,541185.036
KMI,2011-02-11,2020-07-10,2193014.568,391107.59
KMPR,2011-08-25,2020-07-10,83689.572,31909.144
KMT,2005-07-15,2020-07-10,222472.587,112271.786
KMX,2005-07-15,2020-07-10,780846.94,303640.529
KN,2014-02-14,2020-07-10,182876.484,388749.436
KNL,2005-07-15,2020-07-10,40154.156,19267.819
KNSA,2018-05-24,2020-07-10,25532.579,25491.733
KNSL,2016-07-28,2020-07-10,63277.71,26516.339
KNX,2010-12-16,2020-07-10,455978.676,232387.312
KO,2005-07-15,2020-07-10,4236231.748,1514545.918
KOD,2018-10-04,2020-07-10,94726.033,8170.376
KODK,2013-11-01,2020-07-10,34311.371,31813.208
KOP,2006-02-01,2020-07-10,41337.757,23133.742
KOPN,2005-07-15,2020-07-10,10599.297,34864.822
KOS,2011-05-12,2020-07-10,127926.598,57960.454
KPTI,2013-11-06,2020-07-10,88811.695,88774.627
KR,2005-07-15,2020-07-10,1688694.113,463518.743
KRA,2009-12-17,2020-07-10,72850.494,37903.918
KRC,2005-07-15,2020-07-10,228544.622,69765.262
KREF,2017-05-05,2020-07-10,38986.166,11982.655
KRG,2005-07-15,2020-07-10,47128.7,6452.307
KRO,2005-07-15,2020-07-10,33480.738,1346.556
KRYS,2017-09-20,2020-07-10,33603.136,2687.787
KSS,2005-07-15,2020-07-10,1514586.49,1158455.842
KSU,2005-07-15,2020-07-10,699183.339,114224.151
KTB,2019-05-09,2020-07-10,258321.028,272644.153
KTCC,2005-07-15,2020-07-10,2649.399,2188.522
KTOS,2007-09-17,2020-07-10,60943.897,3560.748
KURA,2015-09-16,2020-07-10,31449.131,1789.571
KVHI,2005-07-15,2020-07-10,5383.353,7726.008
KW,2009-11-18,2020-07-10,59810.09,4060.104
KWR,2005-07-15,2020-07-10,39016.287,2671.471
KZR,2018-06-21,2020-07-10,15162.497,12413.731
L,2005-07-15,2020-07-10,563193.238,462092.401
LAD,2005-07-15,2020-07-10,128073.974,23197.664
LADR,2014-02-06,2020-07-10,66124.009,18789.142
LAKE,2005-07-15,2020-07-10,19486.777,2840.068
LAMR,2005-07-15,2020-07-10,284762.093,245234.813
LANC,2005-07-15,2020-07-10,67674.215,33037.261
LAND,2013-01-29,2020-07-10,6542.633,3593.254
LARK,2005-07-15,2020-07-10,616.49,169.622
LASR,2018-04-26,2020-07-10,70483.892,95344.752
LAUR,2017-02-01,2020-07-10,114828.035,91629.345
LAWS,2005-07-15,2020-07-10,3716.077,3478.192
LAZ,2005-07-15,2020-07-10,208384.53,63155.555
LB,2005-07-15,2020-07-10,847868.9,178980.672
LBAI,2005-07-15,2020-07-10,8124.526,2363.21
LBC,2017-12-08,2020-07-10,9013.185,16059.08
LBRDA,2014-11-04,2020-07-10,87753.106,110694.287
LBRDK,2014-11-04,2020-07-10,388194.497,195489.349
LBRT,2018-01-12,2020-07-10,90123.257,130676.042
LBTYA,2005-07-15,2020-07-10,706586.304,345415.229
LBTYK,2005-08-30,2020-07-10,591242.361,244324.87
LC,2014-12-11,2020-07-10,335207.231,688178.763
LCI,2005-07-15,2020-07-10,92458.422,1193.754
LCII,2005-07-15,2020-07-10,60423.548,25550.616
LCNB,2011-09-08,2020-07-10,1917.631,183.314
LCTX,2009-10-30,2020-07-10,9227.465,12920.756
LCUT,2005-07-15,2020-07-10,5980.352,13630.088
LDL,2005-07-15,2020-07-10,15501.394,1543.613
LDOS,2013-09-30,2020-07-10,433213.22,199741.325
LE,2014-03-20,2020-07-10,58250.143,148283.314
LEA,2009-11-09,2020-07-10,606517.91,443626.541
LEAF,2014-08-05,2020-07-10,4326.364,11748.395
LECO,2005-07-15,2020-07-10,163538.927,49192.27
LEE,2005-07-15,2020-07-10,18080.154,43352.827
LEG,2005-07-15,2020-07-10,276809.131,102667.855
LEGH,2018-12-14,2020-07-10,6382.752,9464.022
LEN,2005-07-15,2020-07-10,1232195.193,1195437.891
LEU,2013-07-02,2020-07-10,14650.759,69420.208
LEVI,2019-03-21,2020-07-10,271368.396,323167.25
LFUS,2005-07-15,2020-07-10,95909.108,36975.125
LFVN,2012-09-12,2020-07-10,8655.375,9765.651
LGIH,2013-11-07,2020-07-10,119772.666,19073.604
LGL,2005-07-15,2020-07-10,868.212,359.156
LGND,2005-07-15,2020-07-10,168675.582,45965.476
LH,2005-07-15,2020-07-10,832436.041,358734.436
LHCG,2005-07-15,2020-07-10,73107.486,6002.973
LHX,2005-07-15,2020-07-10,618128.891,219427.514
LIFE,2015-05-07,2020-07-10,5655.301,13855.19
LII,2005-07-15,2020-07-10,292857.625,86711.8
LILA,2015-06-22,2020-07-10,56913.427,54349.998
LILAK,2015-06-23,2020-07-10,130969.276,89213.671
LINC,2005-07-15,2020-07-10,9517.209,4860.619
LIND,2013-07-05,2020-07-10,13184.861,1719.271
LIQT,2013-12-03,2020-07-10,4323.247,2546.553
LITE,2015-07-23,2020-07-10,670056.152,90343.369
LIVE,2007-08-27,2020-07-10,8232.913,696.103
LIVN,2015-10-19,2020-07-10,261583.905,205975.886
LIVX,2012-11-29,2020-07-10,2614.305,5.214
LJPC,2013-04-03,2020-07-10,59124.676,428.771
LKFN,2005-07-15,2020-07-10,13934.977,1849.536
LKQ,2005-07-15,2020-07-10,358310.75,60463.538
LL,2007-11-09,2020-07-10,255937.181,26071.062
LLNW,2007-06-08,2020-07-10,34398.683,113333.585
LLY,2005-07-15,2020-07-10,2489705.361,1203364.451
LM,2005-07-15,2020-07-10,553614.674,813745.013
LMAT,2006-10-19,2020-07-10,12049.971,2207.937
LMFA,2018-10-16,2020-07-10,7724.683,7327.905
LMNR,2010-05-27,2020-07-10,6869.751,4480.987
LMNX,2005-07-15,2020-07-10,44770.481,10302.438
LMST,2018-06-20,2020-07-10,1012.9,652.673
LMT,2005-07-15,2020-07-10,1904184.513,793418.639
LNC,2005-07-15,2020-07-10,813096.788,412201.712
LNDC,2005-07-15,2020-07-10,11783.138,4897.316
LNG,2005-07-15,2020-07-10,713482.591,265931.683
LNN,2005-07-15,2020-07-10,94280.862,11367.464
LNT,2005-07-15,2020-07-10,268829.149,69251.499
LNTH,2015-06-25,2020-07-10,48431.724,4722.404
LOAN,2008-07-29,2020-07-10,775.657,24.234
LOB,2015-07-23,2020-07-10,22684.628,15805.956
LOCO,2014-07-25,2020-07-10,135451.469,709356.517
LODE,2011-06-10,2020-07-10,2410.723,2936.553
LOGM,2009-07-02,2020-07-10,242037.337,29337.204
LONE,2016-07-06,2020-07-10,5554.286,3431.552
LOOP,2015-11-17,2020-07-10,3074.427,130.583
LOPE,2008-11-20,2020-07-10,153956.107,46370.977
LORL,2005-07-27,2020-07-10,16290.84,3064.894
LOVE,2018-06-27,2020-07-10,42395.816,17736.706
LOW,2005-07-15,2020-07-10,3022656.172,1843104.642
LPCN,2013-08-28,2020-07-10,11090.454,1657.071
LPG,2014-05-08,2020-07-10,28323.497,41829.564
LPI,2011-12-15,2020-07-10,297633.869,64013.003
LPLA,2010-11-18,2020-07-10,265860.585,88498.552
LPSN,2005-07-15,2020-07-10,52380.86,11099.196
LPTH,2005-07-15,2020-07-10,2695.448,9217.401
LPX,2005-07-15,2020-07-10,303495.935,243494.031
LQDA,2018-07-26,2020-07-10,10167.298,11253.414
LQDT,2006-02-23,2020-07-10,54243.412,32423.345
LRCX,2005-07-15,2020-07-10,1640668.589,837960.074
LRN,2007-12-13,2020-07-10,52597.634,31538.543
LSBK,2006-04-04,2020-07-10,430.768,1067.511
LSCC,2005-07-15,2020-07-10,89210.181,33762.226
LSI,2005-07-15,2020-07-10,135432.252,20258.999
LSTR,2005-07-15,2020-07-10,214154.427,146652.171
LSXMA,2016-04-18,2020-07-10,182575.802,147463.608
LSXMK,2016-04-18,2020-07-10,237080.766,214003.468
LTBR,2009-10-06,2020-07-10,4083.019,3358.854
LTC,2005-07-15,2020-07-10,43468.105,8789.717
LTHM,2018-10-11,2020-07-10,207654.668,268533.744
LTRPA,2014-08-28,2020-07-10,97000.033,160999.095
LTRX,2005-07-15,2020-07-10,1260.559,1089.093
LUB,2005-07-15,2020-07-10,4542.376,21543.972
LULU,2007-07-27,2020-07-10,1455436.848,401404.915
LUNA,2006-06-02,2020-07-10,3352.608,1283.716
LUV,2005-07-15,2020-07-10,1585131.57,501171.068
LVS,2005-07-15,2020-07-10,2507181.374,375578.484
LW,2016-11-01,2020-07-10,667757.833,472425.546
LWAY,2005-07-15,2020-07-10,2660.467,4339.168
LXP,2005-07-15,2020-07-10,79068.553,16115.831
LXRX,2005-07-15,2020-07-10,33697.778,9961.568
LXU,2005-07-15,2020-07-10,37664.767,633.73
LYB,2010-10-14,2020-07-10,1776330.294,860900.161
LYFT,2019-03-29,2020-07-10,3150053.114,3340823.976
LYTS,2005-07-15,2020-07-10,7390.0,11982.48
LYV,2005-12-14,2020-07-10,313981.659,110169.61
LZB,2005-07-15,2020-07-10,67502.921,58791.309
M,2014-01-03,2020-07-10,2003318.361,1487105.21
MA,2006-05-25,2020-07-10,4491541.416,1999117.754
MAA,2005-07-15,2020-07-10,256072.974,25885.757
MAC,2005-07-15,2020-07-10,390559.572,101007.753
MACK,2012-03-29,2020-07-10,30156.222,11548.442
MAN,2005-07-15,2020-07-10,388133.17,190322.859
MANH,2005-07-15,2020-07-10,144879.801,48267.855
MANT,2005-07-15,2020-07-10,60652.303,30023.427
MAR,2013-10-21,2020-07-10,1939759.037,1089594.293
MARA,2014-07-28,2020-07-10,18658.455,7061.676
MARK,2007-10-02,2020-07-10,19526.797,4855.031
MAS,2005-07-15,2020-07-10,803533.111,481871.53
MASI,2007-08-08,2020-07-10,210171.727,80800.646
MAT,2009-09-28,2020-07-10,873822.12,732622.797
MATW,2005-07-15,2020-07-10,44773.679,23233.841
MATX,2012-07-02,2020-07-10,58492.821,43445.196
MAYS,2005-07-19,2020-06-23,385.103,182.615
MBCN,2010-05-21,2020-07-10,1127.563,108.18
MBI,2005-07-15,2020-07-10,439359.33,525697.48
MBII,2013-08-02,2020-07-10,4148.164,13055.374
MBIN,2017-10-27,2020-07-10,9732.174,19147.593
MBIO,2017-08-22,2020-07-10,12900.276,8566.489
MBOT,2016-05-09,2020-07-10,32301.07,23047.212
MBUU,2014-01-31,2020-07-10,41522.49,31240.749
MBWM,2005-07-15,2020-07-10,5014.838,6037.258
MC,2014-04-16,2020-07-10,89663.558,28616.822
MCB,2017-11-08,2020-07-10,14019.524,35560.565
MCBC,2005-07-15,2020-07-10,3407.267,4762.832
MCD,2005-07-15,2020-07-10,3983962.993,1415073.476
MCF,2005-07-15,2020-07-10,31602.648,7073.071
MCFT,2015-07-17,2020-07-10,26755.102,9520.369
MCHP,2005-07-15,2020-07-10,899491.432,305753.131
MCHX,2005-07-15,2020-07-10,12896.646,50231.151
MCK,2005-07-15,2020-07-10,1577943.099,588380.066
MCO,2005-07-15,2020-07-10,956345.903,536990.777
MCRB,2015-06-26,2020-07-10,36370.547,91190.546
MCRI,2005-07-15,2020-07-10,14221.563,27533.802
MCS,2005-07-15,2020-07-10,16328.376,12118.63
MCY,2005-07-15,2020-07-10,64338.557,40241.485
MD,2009-01-02,2020-07-10,297714.044,131322.71
MDB,2017-10-19,2020-07-10,1013032.47,235968.352
MDC,2005-07-15,2020-07-10,173462.257,274298.654
MDGL,2007-02-06,2020-07-10,68909.798,13116.212
MDLY,2014-09-24,2020-07-10,2569.818,8337.404
MDLZ,2012-06-26,2020-07-10,2989178.976,3662832.378
MDP,2005-07-15,2020-07-10,130225.474,74423.582
MDRX,2005-07-15,2020-07-10,275289.457,137958.406
MDT,2005-07-15,2020-07-10,2778693.963,1504396.4
MDU,2005-07-15,2020-07-10,155446.053,70337.024
MED,2005-07-15,2020-07-10,82022.834,6615.224
MEDP,2016-08-11,2020-07-10,157844.079,61129.241
MEET,2014-04-15,2020-07-10,53192.507,11773.198
MEI,2007-10-17,2020-07-10,54487.433,22046.816
MEIP,2005-07-15,2020-07-10,6733.251,1078.528
MERC,2005-07-15,2020-07-10,16521.572,6256.633
MESA,2018-08-10,2020-07-10,26431.686,23957.681
MET,2005-07-15,2020-07-10,2155228.16,691806.737
MFA,2005-07-15,2020-07-10,102633.941,5981.29
MFNC,2005-07-18,2020-07-10,765.335,379.954
MG,2009-10-08,2020-07-10,18511.867,20508.126
MGEE,2005-07-15,2020-07-10,26414.452,7764.808
MGEN,2016-11-07,2020-07-10,9974.799,5769.257
MGI,2005-07-15,2020-07-10,64934.776,87731.256
MGLN,2005-07-15,2020-07-10,116325.009,93605.514
MGM,2005-07-15,2020-07-10,1837999.564,652659.606
MGNX,2013-10-10,2020-07-10,88557.327,57407.499
MGPI,2005-07-15,2020-07-10,32500.117,9546.804
MGRC,2005-07-15,2020-07-10,22707.379,16325.778
MGTA,2018-06-21,2020-07-10,15009.791,12169.727
MGY,2017-06-29,2020-07-10,118407.902,59213.249
MGYR,2006-01-24,2020-07-10,314.758,1336.416
MHH,2008-09-19,2020-07-10,1497.431,219.492
MHK,2005-07-15,2020-07-10,735860.001,309023.573
MHLD,2008-05-06,2020-07-10,24017.364,8723.127
MHO,2005-07-15,2020-07-10,48439.823,69617.801
MIC,2005-07-15,2020-07-10,135946.004,10892.26
MICT,2018-07-17,2020-07-10,1274.859,2023.973
MIDD,2005-07-15,2020-07-10,243922.545,66038.263
MIK,2014-06-27,2020-07-10,285654.303,135437.474
MIND,2005-07-15,2020-07-10,10242.608,29989.197
MITK,2011-07-14,2020-07-10,28243.221,52702.96
MITT,2011-06-30,2020-07-10,27753.773,7843.17
MJCO,2015-06-29,2020-07-10,878.177,920.022
MKC,2005-07-15,2020-07-10,430154.165,133301.758
MKL,2005-07-15,2020-07-10,1173189.206,59267.346
MKSI,2005-07-15,2020-07-10,143203.559,42429.717
MKTX,2005-07-15,2020-07-10,179979.608,13029.887
MLAB,2005-07-18,2020-07-10,15039.406,356.285
MLHR,2005-07-15,2020-07-10,95374.483,78844.469
MLI,2005-07-15,2020-07-10,48731.923,31169.866
MLM,2005-07-15,2020-07-10,726649.586,330379.169
MLND,2013-04-30,2020-07-10,35919.43,4659.289
MLP,2005-07-15,2020-07-10,2542.13,4343.194
MLR,2005-07-15,2020-07-10,6009.943,8228.672
MLSS,2011-02-23,2020-07-10,1137.427,51.174
MLVF,2008-05-20,2020-07-10,1451.952,1364.562
MMAC,2008-01-03,2020-07-10,1665.044,5832.454
MMC,2005-07-15,2020-07-10,913535.172,498954.251
MMI,2013-10-31,2020-07-10,41479.862,13081.505
MMM,2005-07-15,2020-07-10,2668546.459,1381980.711
MMS,2005-07-15,2020-07-10,125684.956,22985.884
MMSI,2005-07-15,2020-07-10,65222.072,22449.908
MN,2011-11-18,2020-07-10,5418.501,10307.916
MNK,2013-06-17,2020-07-10,866098.233,471868.103
MNKD,2005-07-18,2020-07-10,132773.641,35790.262
MNOV,2006-12-07,2020-07-10,4092.408,1518.255
MNR,2005-07-15,2020-07-10,18202.067,541.088
MNRL,2019-04-18,2020-07-10,56560.225,54290.058
MNRO,2005-07-15,2020-07-10,92524.103,8740.441
MNSB,2008-01-03,2020-07-10,726.859,1.402
MNTA,2005-07-15,2020-07-10,92808.522,116570.58
MNTX,2008-05-28,2020-07-10,5863.296,402.239
MO,2005-07-15,2020-07-10,2714433.992,2197669.353
MOBL,2014-06-12,2020-07-10,29316.992,46502.238
MOD,2005-07-15,2020-07-10,32477.334,57544.469
MODN,2013-03-20,2020-07-10,29546.608,37716.361
MOFG,2008-03-18,2020-07-10,3546.167,709.27
MOH,2005-07-15,2020-07-10,308989.512,67153.432
MORN,2005-07-15,2020-07-10,55034.016,27306.442
MOS,2005-07-15,2020-07-10,1790262.133,103967.34
MOSY,2005-07-15,2020-07-10,5054.256,7672.889
MOTS,2018-02-14,2020-07-10,2862.925,4314.081
MOV,2005-07-15,2020-07-10,36046.621,13002.467
MPAA,2007-12-03,2020-07-10,23570.974,1429.236
MPB,2008-10-21,2020-07-10,766.862,153.105
MPC,2011-06-23,2020-07-10,2155436.219,1085210.015
MPW,2005-07-15,2020-07-10,181458.563,5437.136
MPWR,2005-07-15,2020-07-10,139203.061,21461.687
MPX,2005-07-15,2020-07-10,2225.629,3956.057
MR,2014-06-20,2020-07-10,43507.638,165228.96
MRAM,2016-10-07,2020-07-10,12144.063,12332.336
MRBK,2017-11-07,2020-07-10,1826.117,2426.342
MRC,2012-04-12,2020-07-10,180025.664,80832.755
MRCY,2005-07-15,2020-07-10,63214.613,43084.336
MRIN,2013-03-22,2020-07-10,12182.262,32829.36
MRK,2005-07-15,2020-07-10,4455817.501,1577047.244
MRKR,2016-11-08,2020-07-10,13325.172,1630.406
MRLN,2005-07-15,2020-07-10,3622.157,3636.929
MRNS,2014-07-31,2020-07-10,26428.737,2725.301
MRO,2005-07-15,2020-07-10,2000704.46,1379033.467
MRSN,2017-06-28,2020-07-10,41440.285,13443.515
MRTN,2005-07-15,2020-07-10,23315.613,16367.307
MRTX,2013-07-15,2020-07-10,139113.108,10130.32
MRVL,2005-07-15,2020-07-10,1497808.793,1957065.405
MS,2005-07-15,2020-07-10,3998765.746,1792982.914
MSA,2005-07-15,2020-07-10,69601.369,66538.469
MSBI,2016-05-24,2020-07-10,15194.769,12822.291
MSCI,2007-11-15,2020-07-10,407912.666,128352.772
